Text;goal
"В Московском музее железнодорожного транспорта открылась игровая галерея Паровозия - для самых маленьких любителей железных дорог!
Фотоотчет с места в журнале ilovemoscow:
http://ilovemoscow.livejournal.com/281441.html";1
Виталий Прокопьевич Кочев родился 20 сентября 1925 года. Свою трудовую деятельность на ж.д. транспорте начал в 1941 году. В январе 1943 года из локомотивного депо Чита его призвали на службу в 9-й отдельный учебный снайперский полк. Затем окончил офицерское минометное училище в г. Казани. В 1944 году Виталий Прокопьевич попал на 3-й Украинский фронт. Полк, в котором служил Виталий Прокопьевич, принимал участие в военных операциях по форсированию Южного Буга и Днестра,  участвовал в освобождении города Одессы, а также в освобождении Румынии и Болгарии, в разгроме Яссо-Кишиневской группировки немецких войск. Демобилизовался Виталий Прокопьевич в марте 1950 года. Трудился в Локомотивном депо ст. Чита-13, сначала кочегаром паровоза, затем помощником, машинистом паровоза. А после окончания Хабаровского института ж.д. транспорта, в 1964 году, работал мастером топливного цеха, мастером электроаппаратного цеха. С 1970 года и в течение двадцати двух лет работал преподавателем спец. предметов по эксплуатации и ремонту тепловозов.;1
"На июньские праздники будут назначены дополнительные поезда ""Сапсан"".

Подробнее: http://bit.ly/1h4mdcb";1
Вокзал Смоленска построен в 1868 году. Во время Великой Отечественной войны здание было разрушено, но уже 1951 году железнодорожные ворота города были отстроены заново. В год 60-летия освобождения Смоленска от немецкой оккупации и 1140-летия самого города (2003) вокзал снова был капитально отремонтирован. В оформлении особое внимание уделили архитектурным традициям русского классицизма, характерным для Смоленска.  Сегодня в здании работает 11 билетных касс, комнаты отдыха, удобный и комфортный зал ожидания, оборудованные телевизорами. Смоленск — их тех городов, где самое лучшее видно из поезда. Если вы проезжаете здесь транзитом в светлое время суток, проснитесь пораньше и посмотрите на город. Взору откроются крепостная стена, Соборная гора, а также подлинная домонгольская церковь Петра и Павла, построенная в 1146 году при смоленском князе Ростиславе Мстиславиче. Сегодня она - самая древняя в городе и одна из самых старых, сохранившихся на территории России.;1
"РЖД запущен новый специализированный ресурс www.rzd-taxi.com , где в режиме он-лайн пассажиры смогут оперативно заказать себе такси.

Подробнее: http://bit.ly/1pqUAtd";1
;1
С началом новой недели! :);1
"РЖД будет участвовать в восстановлении пострадавшей от наводнения транспортной инфраструктуры Сербии.

Подробнее: http://bit.ly/1hgbE0a";1
"Правительство утвердило концепцию развития пригородных железнодорожных перевозок.
http://bit.ly/1jcgICl";1
"Правительство России: За пригородные электрички и цены на проезд в них будут отвечать региональные власти. 
https://twitter.com/Pravitelstvo_RF";1
"Блогер humus публикует архивные фотографии Императорского поезда постройки 1896-1897 гг.
http://humus.livejournal.com/3847784.html";1
Железнодорожные прогулки. Владимир.;1
Валентин Васильевич Полев, ветеран Красноярской железной дороги, ветеран Великой Отечественной войны.  Воевал в составе 1-го Белорусского, 3-го Украинского, Юго-Западного фронтов. Был командиром взвода, командиром роты, старшим адъютантом командира стрелкового батальона. В составе 25-й гвардейской стрелковой дивизии им. В.И. Чапаева ему довелось участвовать в ликвидации вражеской армии генерал-фельдмаршала Паулюса. После войны Валентин Васильевич строил трассу Абакан – Тайшет. Ушел на заслуженный отдых в должности главного инженера Абаканского отделения Красноярской железной дороги. Награжден орденами Отечественной войны I степени, Александра Невского и «Знака Почета», медалями – Жукова, «За оборону Ленинграда» и «За победу над Германией». В 2013 году ему был вручен орден «За благие дела» от Совета старейшин республики Хакассия.;1
"На Петербургском международном экономическом форуме объявлено о том, что ОАО ""РЖД"" расширяет сотрудничество с железными дорогами Финляндии. 

Подробнее: http://bit.ly/1oVQ5cV";1
"Друзья, спешим сообщить вам о начале сразу двух призовых конкурсов:

""Навстречу лету!"" - фотоконкурс на лучшую солнечную фотографию из путешествий по железным дорогам. 
Делитесь своими снимками в специальном альбоме http://vk.com/album-38981315_195443917

Конкурс на самый интересный вопрос - специально для тех, кто знает о железной дороге всё. Станьте соавтором нашей традиционной викторины!";1
"Приглашаем вас к участию в традиционной викторине! 1 балл получит участник, который правильно назовёт место, запечатленное на фотографии. Достаточно указать название близлежащей станции.

Будьте внимательны при публикации ответа, мы принимаем только первый неотредактированный вариант.";1
;1
"Блогер russos побывал на презентации прототипа новой электрички Тверского вагоностроительного завода - ЭГ2Тв, которая в скором времени сможет курсировать на региональных и городских маршрутах:
http://russos.livejournal.com/1119973.html";1
ОАО «РЖД» приносит глубокие соболезнования родным и близким погибших в трагедии на Московской железной дороге, случившейся 20 мая в Московской области. Выражаем надежду на скорейшее выздоровление пострадавших. Компания предпримет все возможные меры для помощи семьям пострадавших и погибших.;1
"В связи с происшествием на Киевском направлении Московской железной дороги ожидаются изменения в графике движения пассажирских поездов. До устранения последствий пригородные поезда будут следовать из Москвы до Апрелевки, а из Калуги до станции Нара. На перегоне Апрелевка-Нара организовано движение автотранспорта по запросу ОАО «ЦППК». Поезда дальнего следования будут отправляться и прибывать в Москву по измененному маршруту с использованием Большого окружного кольца. Специалистами Московской железной дороги будет сделано все возможное для скорейшего завершения аварийно-восстановительных работ. 

Подробнее: http://bit.ly/1ginf3s";1
Вокзал Абакана, расположенный на 398 км «Трассы мужества» Новокузнецк-Тайшет, был построен в 1964 году, за год до запуска первого поезда по знаменитой магистрали. Вокзал был свидетелем первых испытаний электровоза ВЛ85, проводимых именно здесь, на Абаканском отделении Красноярской железной дороги. Здесь же начали вводиться первые состыкованные поезда длиной до 150 вагонов. Сегодня вокзал Абакана является многофункциональным комплексом, который обеспечивает пассажирам весь спектр железнодорожных услуг. На вокзале действует медпункт, кафе, комнаты отдыха, здесь же можно воспользоваться услугами парикмахера и принять душ. Вблизи вокзала находится Музей истории Красноярской железной дороги имени В.С. Чекчурина и Хакасский национальный краеведческий музей, фонд которого составляет более 120 тысяч экспонатов. Гордостью музея считаются коллекции наскальных рисунков, каменных изваяний и стел, датированных началом бронзового века.;1
"С 1 июня между Москвой и Нижним Новгородом начнут курсировать дополнительные ""Ласточки"".

Подробнее: http://bit.ly/1lDPgjS";1
С началом новой недели! :);1
"В преддверии Международного дня музеев по всей России традиционно проводится ежегодная акция ""Ночь в музее"". Присоединились к этому марафону и многие железнодорожные музеи и выставочные площадки. Один из вариантов - выставка в ""Царской башне"" Казанского вокзала Москвы. Не пропустите возможность провести ночь столь необычно!

Подробнее: http://bit.ly/1nWr3rh";1
Традиционно призываем всех читателей соблюдать простые правила безопасности!;1
Фаина Федоровна Чудинова родилась 23 мая 1923 года в деревне Ханькино Ярославской области. После окончания 10 классов поступила на курсы радистов-телеграфистов. Работала на Ярославском главпочтамте телеграфисткой. 5 июля 1941 года призвана в армию. Воевала в действующей части батальонной связи под Москвой, Сталинградом (г. Калач), в Ростове-на-Дону в составе 70-го Зенитно-артиллерийского полка. В 1943 году была контужена, попала в военно-полевой госпиталь, где и осталась работать после выздоровления. В 1944-1945 годах принимала участие в освобождении Румынии. Демобилизовалась из армии в ноябре 1945 года. После окончания войны работала в Когановическом райкоме комсомола г. Ярославля. В июле 1946 года пришла на Северную железную дорогу, работала в ОРСе Ярославского отделения. Награждена орденами «Отечественной войны II степени» и «Дружбы народов», медалью «За боевые заслуги».;1
"На июньские праздники рейсов поездов ""Сапсан"" станет больше!

Подробнее: http://bit.ly/1g7TSRk";1
"Мы продолжаем нашу традиционную викторину.
1 балл получит участник, который точнее и быстрее остальных назовёт перегон или озеро, запечатленные на фотографии. 

Будьте внимательны при публикации ответа, в ""зачёт"" идёт только первый ваш комментарий!";1
;1
"Теперь для удобства пассажиров билеты в терминалах самообслуживания можно будет купить не только банковской картой, но и за наличные.

Подробнее: http://bit.ly/RDW9bC";1
"На всех вокзалах Северной столицы в течение мая будут открыты велопарковки!

Подробнее: http://bit.ly/1gypHOl";1
"Михаил Иванович Сырокваша родился 10 октября 1926 года. В октябре 1943 года призван в армию, а в 1944 году был направлен на 3-й Белорусский фронт. Участвовал в освобождении Белоруссии и Литвы, взятии Восточной Пруссии. В конце мая 1945 года его 39-ю армию перебросили в Монголию к границе с Китаем. Участвовал в разгроме Квантунской армии, а позже, будучи командиром отделения пехоты, освобождал знаменитый Порт-Артур. Демобилизовался 10 октября 1950 года. В 1953 году поступил в школу машинистов, после окончания которой в 1956 году был направлен в депо Ижма (ныне Сосногорск). Работал машинистом паровоза, тепловоза, инструктором-машинистом, заместителем начальника отдела движения по локомотивному хозяйству Сосногорского отделения Северной железной дороги. Стаж работы на железнодорожном транспорте - 36 лет. Награжден орденом Отечественной войны II степени, орденом Красной Звезды, медалями ""За Отвагу"", ""За победу над Германией в Великой Отечественной войне 1941-1945 гг."", ""За победу над Японией"" и медалью ""За взятие Кенигсберга"".";1
Первый вокзал появился в Нижнем Новгороде в 1862 году. Развитие города тогда было связано в первую очередь с торговлей, и неудивительно, что здание Московского вокзала было построено неподалеку от знаменитой Нижегородской ярмарки. Этот вокзал был богат историческими событиями! С его балкона перед нижегородцами выступали член президиума исполкома Коминтерна Бела Кун, генеральный секретарь ЦК  Французской коммунистической партии Морис Торез, А.В. Луначарский, Г.К. Орджоникидзе, Н.А. Семашко и другие. На вокзальной площади принимали праздничный парады прославленный летчик советской авиации В.П. Чкалов и Маршал Советского союза И.С. Конев. В 1965 году построено новое здание в стиле советского модерна. В 1997-1998 годах оно было отремонтировано, а в 2002 году были построены навесы над платформами и установлены турникеты для проверки проездных билетов. Рядом со зданием Московского вокзала располагается Царский павильон, где в 1896 и 1913 году останавливалась императорская чета.;1
"На Белорусском вокзале состоялось открытие памятника ""Прощание Славянки"".
Сюжет с торжественной церемонии в материале наших коллег:";1
Доброе утро и хорошего настроения на всю неделю!;1
"Железнодорожники внесли огромный вклад в общую победу в Великой Отечественной войне. За весь период войны они доставили фронту в общей сложности 450 тыс. эшелонов, что составило почти 20 млн вагонов. Усилиями железнодорожных войск было восстановлено 115 тыс. путей, 2750 больших и средних мостов общей протяженностью более 23 000 метров, 8 000 станций и разъездов, 2500 пунктов водоснабжения. Строители сумели сдать в эксплуатацию 10 000 км новых линий! 
В нашем альбоме - фотографии военных лет из архива музея истории Южно-Уральской железной дороги.";1
"Алексей Георгиевич Меняйлов родился 4 февраля 1924г. Во время Великой Отечественной войны служил в 99-й Гвардейской сибирской воздушно-десантной дивизии. Первое боевое крещение для двадцатилетнего Алексея Меняйлова произошло на Карельском фронте. В тот день советские войска прорвали оборону врага и перешли границу с Финляндией. Позже молодой десантник прошел Белоруссию, Польшу, Венгрию. Имеет множество боевых наград.
За успешное выполнение боевой задачи в Альпах, во время которой отделением под командованием Алексея Меняйлова был перекрыт перекресток, где сходились четыре важнейшие трассы, по которым шла немецкая техника, Алексей награжден орденом Красной Звезды.
После войны Алексей Меняйлов вернулся на Дальний Восток. Начинал работать в рыбном промысле, но затем пришел на станцию Хабаровск-2 составителем поездов, где и работал вплоть до выхода на заслуженный отдых.";1
Дорогие друзья, мы поздравляем всех с Днем Победы! Пусть небо всегда будет мирным, а дороги будут вести только к счастью! Всем хороших праздников и низкий поклон ветеранам!;1
"Приглашаем вас к участию в традиционной викторине! 1 балл получит участник, который правильно назовёт место, запечатленное на фотографии. Сегодня это город.

Будьте внимательны при публикации ответа, мы принимаем только первый неотредактированный вариант.";1
"Петр Владимирович Степанов родился 20 сентября 1919 года. В 1939 году окончил железнодорожный техникум в Ленинграде. До прорыва блокады Ленинграда работал дежурным по станции Ладожское озеро. В 1944 году был переведен в Выборг. С 1947 года работал на Балтийском отделении начальником станции Фрезерная. Окончил ЛИИЖТ в 1965 году. Работал ревизором движения, начальником пассажирского отдела на Витебском отделении. Всего на железнодорожном транспорте Петр Владимирович отработал 50 лет.
Награжден орденом Отечественной войны II степени, медалью ""За оборону Ленинграда"". Петр Владимирович является почетным работником Октябрьской железной дороги.";1
;1
"Блогер macos рассказывает о новых вагонах в составе фирменного поезда Москва - Воронеж.
http://macos.livejournal.com/910512.html";1
;1
В Петрозаводске состоялся торжественный запуск Ласточки по маршруту Петрозаводск - Санкт-Петербург. В нашем альбоме отчет об этом событии!;1
"Блогер galik-123 побывал в одном из старейших железнодорожных центров России - городе Рославле Смоленской области. Смотрим фотоотчет!
http://galik-123.livejournal.com/31725.html";1
;1
"""Российская газета"" выяснила, как Малое кольцо Московской железной дороги будет выглядеть через год, когда его планируют cдать под движение городских электричек. Где оборудуют узловые станции, как будут продавать билеты читайте в материале газеты:
http://www.rg.ru/2014/05/03/koltso-site.html";1
После двухлетней реконструкции в городе Лиски Воронежской области вновь заработала Юго-Восточная детская железная дорога. Репортаж с открытия смотрите в сюжете РЖД-ТВ:;1
Вокзал Красноярска был построен в 1895 г. С ростом населения города старый вокзал перестал вмещать всех пассажиров, и в 1961 году было построено новое здание, которое по временам Хрущевской «борьбы с излишествами в архитектуре» можно было назвать настоящим дворцом! Следующая реконструкция в начале 2000-х прошла в рекордно короткие сроки – 21 месяц, сохранив и развив архитектурную стилистику предыдущего  здания. Сейчас на вокзале действуют 3 комфортабельных зала ожидания. В восточном крыле находится «Сервис-центр», где можно приобрести билеты на железнодорожный и воздушный транспорт, воспользоваться услугами банка, связи, а также интернетом. В восточном крыле расположены «Комнаты длительного отдыха и комнаты матери и ребенка». Украшением вокзала стала привокзальная площадь с расположенными на ней тремя фонтанами. На центральном возвышается стела, на вершине которой – Лев - символ величия Сибирского города.;1
Первого мая во многих городах прошли демонстрации Российского профсоюза железнодорожников. Подробности в нашем фотоальбоме!;1
"Афанасий Андреевич Кротов родился 1 октября 1922 года. На фронте – с осени 1941 года. Оборонял Москву, участвовал в освобождении Донбасса, правобережной Украины, Польши. В составе 1-го Украинского фронта дошел до Кракова.
В подмосковных боях под деревней Хворостенко Афанасий Кротов был тяжело ранен. После гибели командира отделения, Афанасий принял командование на себя и под минометно-пулеметным огнем повел бойцов в атаку. В бою, после которого советский отряд был вынужден отступить, получил ранение трассирующей пулей в левый бок, пролежал весь день в поле, и только с наступлением ночи, когда пошел густой обильный снег, ставшей завесой от немецкого оружия, Афанасий Андреевич смог выйти в расположение соседней части, где получил первую медицинскую помощь
На железной дороге с 1946 года. В 1962-1982 годах – заведующий жилищно-бытовым отделом дорпрофсожа Западно-Сибирской железной  дороги.
Афанасий Андреевич награжден орденами Отечественной войны I и II степеней, орденом Красной Звезды.";1
"С 1 мая на ""Ласточки"", курсирующие между Санкт-Петербургом и Великим Новгородом, введены дорожные карты, предусматривающие скидки на проезд до 20%.

Подробнее: http://bit.ly/1rNjYuG";1
"Анатолий Степанович Безруков родился 5 мая 1924 года. В мае 1942-го Анатолию исполнилось восемнадцать и уже через три месяца он был призван в ряды советской армии. Прошел всю войну разведчиком в 222 стрелковой дивизии. Когда взяли Бранденбург, его родной дивизии присвоили звание Бранденбургская. А вскоре пришла Победа.
После войны он трудился в родном Барабинском депо. Немного поработал слесарем в электроцехе, и вскоре его назначили бригадиром АЛСН (автоматическая локомотивная сигнализация непрерывного типа) автостопов. В этой должности Анатолий Степанович Безруков проработал почти сорок лет, вплоть до ухода на заслуженный отдых в 1984 году.
Анатолий Степанович Безруков награжден орденом Отечественной войны первой степени, орденом Славы третьей степени, медалями «За отвагу» и «За боевые заслуги», «За взятие Варшавы», и «За взятие Берлина».";1
"Сегодня - 30 апреля исполняется ровно 60 лет вокзалу города Мурманск! Его интересной особенностью является то, что поезда сюда приходят лишь с одного направления - с юга, ведь дальше простирается только Северный Ледовитый Океан. Примечательной отметкой в летописи вокзала стал приезд сюда Фиделя Кастро в 1963, причем мурманский вокзал стал первым в Советской России объектом, который посетил лидер Кубинской революции. Сегодня вокзальный комплекс отвечает всем современным требованиям: он оборудован системами безопасности, электронными системами информирования пассажиров, а также всем необходимым для комфортного пребывания на вокзале людей с ограниченными возможностями. 
Наши поздравления!";1
"Хорошие предпраздничные новости!
В течение длительного времени мы публиковали в нашей группе толкования некоторых терминов из словаря железнодорожного сленга. А теперь запускаем новое приложение, с помощью которого вы сможете оценить, насколько точно их запомнили!

Узнайте, как хорошо вы владеете железнодорожным языком: http://vk.com/app4323147";1
;1
"Удивительную находку обнаружили археологи при раскопках в центре Красноярска. В районе, где находится археологический памятник ""Афонтова гора"", был найден фрагмент железнодорожного полотна, проложенного, предположительно, в 1895 году. Появление этой железной дороги относится ко временам строительства Транссиба: возможно, это был подъездной путь к ледовой переправе через Енисей. Пока не был построен железнодорожный мост через реку, дорога на зимнее время ""продлялась"" прямо по льду. Красноярская железная дорога в этом году празднует свое 115-летие - отличный подарок к юбилею!";1
;1
;1
"Пост блогера demkristo о новых электричках Савеловского направления.
http://demkristo.livejournal.com/691854.html";1
"Витебский вокзал - старейший  в России. Первое одноэтажное здание было построено здесь в 1837 году для первой в России железной дороги - Царскосельской. В течение долгого времени вокзал видоизменялся, расширялся и достраивался. Нынешнего здание – уже шестое по счету - было открыто 1 августа 1904 года. Именно эта дата сегодня считается днем рождения современного Витебского вокзала. Его уникальность заключается в том, что поезда здесь отправляются со второго этажа, а еще на этом вокзале, единственном в Санкт-Петербурге, нет встречных потоков пассажиров. На вокзале установлен макет  паровоза ""Проворный"", совершившего первый в рейс из Петербурга в Царское Село, а также памятник создателю Царскосельской железной дороги, инженеру Францу Герстнеру.";1
"Отчет блогера periskop о поездке в кабине ""Ласточки"" в техническом рейсе Санкт-Петербург - Петрозаводск.
http://periskop.livejournal.com/1221952.html";1
;1
;1
"Фоторепортаж блогера ljpromo о производстве вагонов, которые будут пущены в новом составе поезда Москва-Берлин.
http://ljpromo.livejournal.com/436652.html";1
"Викторина продолжается!
Сегодня 1 балл заработает участник, который первым назовёт запечатленную на фотографии реку.";1
Все игроки садятся в круг. Каждый пишет на листочке имя какого-либо героя или знаменитости, а затем приклеивает соседу на лоб. Герои могут быть вымышленные или реальные, это следует оговорить до начала игры. Получается, что у каждого на лбу по листочку, но никто не знает, что написано на листочке у него. По очереди, начиная с первого игрока, каждый задает вопросы о себе - о том герое, что написан у него на лбу. Вопросы должны быть такими, на которые можно ответить только «да» или «нет» . Например: «Я человек?» , «Я мужчина?», «Я вымышленный герой?» , «Я герой книги?». Игрок может задавать вопросы до тех пор, пока не получит ответ «нет» - затем ход переходит к другому игроку. Выигрывает тот, кто первым угадает своего героя!;1
"Блогер roula рассказывает о своей поездке на новом экспрессе Москва-Рязань.
http://roula.livejournal.com/940167.html";1
;1
"Друзья, а когда вы в последний раз были на субботнике? 
Интересный факт – возникновение этой традиции непосредственно связано с железной дорогой: днем рождения субботников считается 12 апреля 1919 года, когда железнодорожники депо станции Москва-Сортировочная безвозмездно и за одну ночь отремонтировали три паровоза, которые позже отправились на фронт.
А вы планируете посетить субботник этой весной? 
Приглашаем всех выйти на улицы!";1
;1
"Блогер tov-tob запечатлел процесс демонтажа моста на видео! Смотрим!
http://tov-tob.livejournal.com/118171.html";1
Вокзал Казани основан в 1896 году и стал олицетворением архитектурного стиля конца 19 века. Первые ремонтные работы были проведены в 1939 году, однако переломным этапом в жизни вокзала стал апрель 1992 года, когда большой пожар опустошил здание. Масштабная реконструкция закончилась в 1997 году, полностью восстановив исторический облик вокзала. В 2013 году в преддверии Универсиады железнодорожный комплекс вновь преобразился, обновив фасад и инфраструктуру. Вокзал находится в центре Казани, откуда легко попасть в живописную историческую часть города, а с привокзальной площади открываются красивейший вид на минареты знаменитой мечети Кул Шариф.;1
"Александр Мишарин, вице-президент ОАО ""РЖД"", рассказал на страницах ""Коммерсанта"" о том, какое влияние на развитие экономической и социальной сторон жизни России окажет строительство высокоскоростной железнодорожной магистрали Москва—Казань.
http://www.kommersant.ru/doc/2448368";1
;1
;1
Представляем новое задание нашей традиционной викторины. Очередной балл получит участник, который первым безошибочно определит пары картинок.;1
;1
"Первый контейнерный поезд в рамках сотрудничества ОТЛК и DHL прибыл из Китайского Сучжоу в Варшаву менее чем за 2 недели.

Подробнее: http://bit.ly/1naHIcl";1
;1
"С 16 июня билеты на поезд ""Аллегро"" можно будет купить со скидкой до 32%!

Подробнее: http://bit.ly/Q5LIgx";1
;1
"На майские праздники назначены дополнительные ""Сапсаны"" в сообщении Москва - Санкт-Петербург - Москва.

Подробнее: http://bit.ly/1qwKAzB";1
"Ижевский вокзал был построен в 1952 году, а пригородный корпус возведен в 1971-м. Архитектурные стили зданий соответствовали эпохам своей постройки и кардинально отличались друг от друга, поэтому, когда в 2003-м году началась масштабная реконструкция всего вокзального комплекса, было решено привести их к ""общему знаменателю"" и выполнить как единый ансамбль. В 2009 году работы были полностью завершены. Сейчас недалеко от вокзала находится Ижевский железнодорожный музей.";1
11 апреля 1891 - Александром III выдан указ о закладке Транссиба.;1
;1
Отличный совет по сбору вещей в дорогу! :);1
"Поезда ""Аллегро"" с 1 июня будут курсировать по новому графику.

Подробнее: http://bit.ly/1enueYl";1
"Викторина продолжается! Сегодня очередной балл получит человек, котрый первым назовёт изображённый на фотографии мост.
Напомним, заработанные балы можно обменять на понравившийся приз http://vk.com/page-38981315_43885141.";1
Из этой простой игры может получиться много интересных и необычных игр! Сначала можно называть города по порядку на каждую букву алфавита,  потом названия животных, марки машин, имена. А как вам такая тема: все, что связано со спортом? Или с железной дорогой?;1
"Блогер vita-life77 публикует сканы страниц старинного альбома о Курско-Харьково-Азовской железной дороге.
http://vita-life777.livejournal.com/5402.html";1
;1
"На майские праздники дополнительно будет назначено около 500 поездов дальнего следования.

Подробнее: http://bit.ly/1hnF7ty";1
;1
Смотрим специальный репортаж Николая Яковлева о развитии высокоскоростных поездов в Европе!;1
Главный вокзал Ярославля был построен в 1898 году. И до 1952 года носил название исторической местности города - Всполье. В годы Великой Отечественной Войны станция имела огромное стратегическое значение, отсюда отправлялись грузы в Москву и Ленинград, сюда вывозили жителей блокадного города. Рядом с вокзалом установлен памятник основателю Северной железной дороги, меценату и промышленнику Савве Мамонтову.;1
